Code,Purchase Date,Invoice No,Invoice Date,Vendor Name/Code,GSTIN,Vendor Type,Purchase Type,Branch Name/Code,Item Description,HSN,Qty,Rate,Amount,Discount,Tax Value,GST,CGST,SGST,IGST,Total Invoice,Payment Terms,Due Date,Payment Status,Payment Date,Mode Of Payment,Remarks
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
